Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
,04.00.00,,873.0,-200.0,,565.0,102.0,1097.0,83.0,793.0,494.0,,,,
,05.00.00,,806.0,-200.0,,459.0,55.0,1322.0,50.0,728.0,368.0,,,,
,06.00.00,,801.0,-200.0,,454.0,51.0,1374.0,44.0,727.0,348.0,,,,
,07.00.00,,790.0,-200.0,,431.0,53.0,1439.0,49.0,722.0,354.0,,,,
,08.00.00,,805.0,-200.0,,465.0,74.0,1358.0,62.0,736.0,382.0,,,,
,09.00.00,,843.0,-200.0,,520.0,113.0,1202.0,85.0,762.0,450.0,,,,
,10.00.00,,849.0,-200.0,,537.0,107.0,1148.0,82.0,757.0,460.0,,,,
,11.00.00,,872.0,-200.0,,583.0,101.0,1126.0,77.0,765.0,441.0,,,,
,12.00.00,,890.0,-200.0,,585.0,129.0,1097.0,92.0,776.0,454.0,,,,
,13.00.00,,874.0,-200.0,,552.0,126.0,1128.0,95.0,760.0,415.0,,,,
,14.00.00,,863.0,-200.0,,553.0,132.0,1133.0,95.0,742.0,419.0,,,,
,15.00.00,,840.0,-200.0,,566.0,101.0,1176.0,76.0,717.0,368.0,,,,
,16.00.00,,845.0,-200.0,,569.0,128.0,1151.0,95.0,709.0,397.0,,,,
,17.00.00,,888.0,-200.0,,625.0,170.0,1062.0,118.0,763.0,510.0,,,,
,18.00.00,,845.0,-200.0,,582.0,174.0,1120.0,123.0,719.0,473.0,,,,
,19.00.00,,880.0,-200.0,,641.0,215.0,1077.0,140.0,759.0,537.0,,,,
,20.00.00,,917.0,-200.0,,708.0,248.0,972.0,163.0,787.0,670.0,,,,
,21.00.00,,927.0,-200.0,,715.0,247.0,965.0,164.0,797.0,711.0,,,,
,22.00.00,,868.0,-200.0,,615.0,154.0,1095.0,120.0,752.0,551.0,,,,
,23.00.00,,932.0,-200.0,,685.0,186.0,996.0,130.0,820.0,670.0,,,,
,00.00.00,,971.0,-200.0,,741.0,231.0,901.0,145.0,864.0,771.0,,,,
,01.00.00,,891.0,-200.0,,650.0,174.0,987.0,126.0,782.0,586.0,,,,
,02.00.00,,806.0,-200.0,,495.0,68.0,1282.0,61.0,685.0,355.0,,,,
,03.00.00,,787.0,-200.0,,446.0,-200.0,1395.0,-200.0,657.0,310.0,,,,
,04.00.00,,791.0,-200.0,,435.0,39.0,1486.0,37.0,668.0,292.0,,,,
,05.00.00,,787.0,-200.0,,415.0,39.0,1474.0,37.0,667.0,293.0,,,,
,06.00.00,,814.0,-200.0,,449.0,54.0,1363.0,50.0,674.0,328.0,,,,
,07.00.00,,844.0,-200.0,,538.0,158.0,1164.0,109.0,726.0,479.0,,,,
,08.00.00,,1049.0,-200.0,,863.0,350.0,826.0,198.0,923.0,979.0,,,,
,09.00.00,,1201.0,-200.0,,1116.0,-200.0,617.0,-200.0,1130.0,1469.0,,,,
,10.00.00,,1293.0,-200.0,,1153.0,584.0,602.0,283.0,1141.0,1667.0,,,,
,11.00.00,,1121.0,-200.0,,1066.0,478.0,683.0,256.0,1040.0,1378.0,,,,
,12.00.00,,1112.0,-200.0,,1078.0,563.0,683.0,261.0,1028.0,1426.0,,,,
,13.00.00,,1060.0,-200.0,,1048.0,414.0,707.0,181.0,983.0,1246.0,,,,
,14.00.00,,1056.0,-200.0,,1040.0,398.0,711.0,194.0,976.0,1187.0,,,,
,15.00.00,,1131.0,-200.0,,1139.0,451.0,643.0,214.0,1097.0,1363.0,,,,
,16.00.00,,1162.0,-200.0,,1170.0,503.0,618.0,204.0,1131.0,1425.0,,,,
,17.00.00,,1283.0,-200.0,,1328.0,640.0,552.0,228.0,1294.0,1722.0,,,,
,18.00.00,,1414.0,-200.0,,1490.0,843.0,488.0,270.0,1433.0,2051.0,,,,
,19.00.00,,1486.0,-200.0,,1570.0,954.0,455.0,285.0,1557.0,2179.0,,,,
,20.00.00,,1523.0,-200.0,,1533.0,984.0,456.0,282.0,1532.0,2214.0,,,,
,21.00.00,,1283.0,-200.0,,1149.0,586.0,587.0,235.0,1148.0,1799.0,,,,
,22.00.00,,1109.0,-200.0,,863.0,360.0,737.0,208.0,960.0,1527.0,,,,
,23.00.00,,1055.0,-200.0,,782.0,231.0,798.0,161.0,940.0,1377.0,,,,
2005-01-02,00.00.00,,1038.0,-200.0,,756.0,200.0,813.0,146.0,921.0,1317.0,,,,2005-01-02 00:00:00
2005-01-02,01.00.00,,996.0,-200.0,,698.0,153.0,871.0,123.0,894.0,1228.0,,,,2005-01-02 01:00:00
2005-01-02,02.00.00,,995.0,-200.0,,680.0,135.0,879.0,109.0,904.0,1201.0,,,,2005-01-02 02:00:00
2005-01-02,03.00.00,,1000.0,-200.0,,670.0,-200.0,868.0,-200.0,917.0,1158.0,,,,2005-01-02 03:00:00
2005-01-02,04.00.00,,1042.0,-200.0,,688.0,196.0,814.0,115.0,935.0,1204.0,,,,2005-01-02 04:00:00
2005-01-02,05.00.00,,1042.0,-200.0,,701.0,208.0,795.0,114.0,945.0,1216.0,,,,2005-01-02 05:00:00
2005-01-02,06.00.00,,1024.0,-200.0,,724.0,241.0,814.0,122.0,944.0,1198.0,,,,2005-01-02 06:00:00
2005-01-02,07.00.00,,1147.0,-200.0,,886.0,417.0,702.0,149.0,1056.0,1381.0,,,,2005-01-02 07:00:00
2005-01-02,08.00.00,,1496.0,-200.0,,1298.0,896.0,492.0,187.0,1441.0,1873.0,,,,2005-01-02 08:00:00
2005-01-02,09.00.00,,1541.0,-200.0,,1353.0,966.0,449.0,198.0,1492.0,2112.0,,,,2005-01-02 09:00:00
2005-01-02,10.00.00,,1491.0,-200.0,,1215.0,878.0,503.0,196.0,1343.0,2038.0,,,,2005-01-02 10:00:00
2005-01-02,11.00.00,,1533.0,-200.0,,1334.0,985.0,466.0,218.0,1434.0,2118.0,,,,2005-01-02 11:00:00
2005-01-02,12.00.00,,1507.0,-200.0,,1292.0,1017.0,479.0,227.0,1379.0,2110.0,,,,2005-01-02 12:00:00
2005-01-02,13.00.00,,1451.0,-200.0,,1264.0,683.0,497.0,181.0,1408.0,1965.0,,,,2005-01-02 13:00:00
2005-01-02,14.00.00,,1432.0,-200.0,,1264.0,660.0,487.0,179.0,1476.0,1888.0,,,,2005-01-02 14:00:00
2005-01-02,15.00.00,,1408.0,-200.0,,1202.0,492.0,506.0,151.0,1411.0,1774.0,,,,2005-01-02 15:00:00
2005-01-02,16.00.00,,1377.0,-200.0,,1129.0,497.0,540.0,162.0,1392.0,1626.0,,,,2005-01-02 16:00:00
2005-01-02,17.00.00,,1454.0,-200.0,,1190.0,562.0,508.0,165.0,1434.0,1761.0,,,,2005-01-02 17:00:00
2005-01-02,18.00.00,,1268.0,-200.0,,1128.0,539.0,573.0,173.0,1255.0,1533.0,,,,2005-01-02 18:00:00
2005-01-02,19.00.00,,1259.0,-200.0,,1211.0,502.0,559.0,188.0,1243.0,1531.0,,,,2005-01-02 19:00:00
2005-01-02,20.00.00,,1261.0,-200.0,,1143.0,452.0,595.0,186.0,1208.0,1477.0,,,,2005-01-02 20:00:00
2005-01-02,21.00.00,,1133.0,-200.0,,971.0,357.0,683.0,172.0,1059.0,1332.0,,,,2005-01-02 21:00:00
2005-01-02,22.00.00,,1054.0,-200.0,,818.0,289.0,777.0,150.0,966.0,1210.0,,,,2005-01-02 22:00:00
2005-01-02,23.00.00,,1055.0,-200.0,,783.0,221.0,805.0,137.0,969.0,1167.0,,,,2005-01-02 23:00:00
2005-02-02,00.00.00,,1059.0,-200.0,,747.0,204.0,820.0,133.0,964.0,1133.0,,,,2005-02-02 00:00:00
2005-02-02,01.00.00,,1063.0,-200.0,,769.0,183.0,807.0,122.0,993.0,1109.0,,,,2005-02-02 01:00:00
2005-02-02,02.00.00,,1135.0,-200.0,,854.0,222.0,722.0,130.0,1065.0,1218.0,,,,2005-02-02 02:00:00
2005-02-02,03.00.00,,1126.0,-200.0,,869.0,-200.0,680.0,-200.0,1075.0,1222.0,,,,2005-02-02 03:00:00
2005-02-02,04.00.00,,1058.0,-200.0,,753.0,210.0,764.0,121.0,986.0,1149.0,,,,2005-02-02 04:00:00
2005-02-02,05.00.00,,1040.0,-200.0,,688.0,185.0,846.0,115.0,920.0,1090.0,,,,2005-02-02 05:00:00
2005-02-02,06.00.00,,1069.0,-200.0,,737.0,257.0,792.0,125.0,946.0,1114.0,,,,2005-02-02 06:00:00
2005-02-02,07.00.00,,1042.0,-200.0,,771.0,297.0,795.0,136.0,941.0,1089.0,,,,2005-02-02 07:00:00
2005-02-02,08.00.00,,1322.0,-200.0,,1151.0,573.0,566.0,174.0,1286.0,1446.0,,,,2005-02-02 08:00:00
2005-02-02,09.00.00,,1549.0,-200.0,,1485.0,883.0,422.0,224.0,1638.0,1930.0,,,,2005-02-02 09:00:00
2005-02-02,10.00.00,,1416.0,-200.0,,1285.0,824.0,501.0,230.0,1390.0,1809.0,,,,2005-02-02 10:00:00
2005-02-02,11.00.00,,1337.0,-200.0,,1143.0,693.0,560.0,205.0,1236.0,1769.0,,,,2005-02-02 11:00:00
2005-02-02,12.00.00,,1281.0,-200.0,,1132.0,714.0,577.0,204.0,1206.0,1696.0,,,,2005-02-02 12:00:00
2005-02-02,13.00.00,,1037.0,-200.0,,981.0,388.0,721.0,139.0,1000.0,1086.0,,,,2005-02-02 13:00:00
2005-02-02,14.00.00,,1028.0,-200.0,,983.0,337.0,728.0,133.0,979.0,1048.0,,,,2005-02-02 14:00:00
2005-02-02,15.00.00,,984.0,-200.0,,913.0,326.0,762.0,127.0,930.0,990.0,,,,2005-02-02 15:00:00
2005-02-02,16.00.00,,1010.0,-200.0,,940.0,329.0,759.0,124.0,960.0,1027.0,,,,2005-02-02 16:00:00
2005-02-02,17.00.00,,1113.0,-200.0,,1096.0,465.0,645.0,158.0,1092.0,1359.0,,,,2005-02-02 17:00:00
2005-02-02,18.00.00,,1253.0,-200.0,,1284.0,612.0,536.0,171.0,1285.0,1618.0,,,,2005-02-02 18:00:00
2005-02-02,19.00.00,,1400.0,-200.0,,1499.0,759.0,461.0,193.0,1527.0,1869.0,,,,2005-02-02 19:00:00
2005-02-02,20.00.00,,1470.0,-200.0,,1584.0,771.0,436.0,195.0,1641.0,2033.0,,,,2005-02-02 20:00:00
2005-02-02,21.00.00,,1281.0,-200.0,,1168.0,655.0,571.0,212.0,1195.0,1756.0,,,,2005-02-02 21:00:00
2005-02-02,22.00.00,,1084.0,-200.0,,855.0,332.0,748.0,193.0,939.0,1446.0,,,,2005-02-02 22:00:00
2005-02-02,23.00.00,,1097.0,-200.0,,892.0,287.0,719.0,167.0,979.0,1423.0,,,,2005-02-02 23:00:00
2005-03-02,00.00.00,,1032.0,-200.0,,791.0,242.0,793.0,156.0,915.0,1278.0,,,,2005-03-02 00:00:00
2005-03-02,01.00.00,,1046.0,-200.0,,812.0,242.0,782.0,153.0,940.0,1265.0,,,,2005-03-02 01:00:00
2005-03-02,02.00.00,,975.0,-200.0,,707.0,192.0,860.0,128.0,902.0,1107.0,,,,2005-03-02 02:00:00
2005-03-02,03.00.00,,932.0,-200.0,,642.0,-200.0,950.0,-200.0,871.0,1014.0,,,,2005-03-02 03:00:00
2005-03-02,04.00.00,,926.0,-200.0,,623.0,134.0,954.0,96.0,873.0,1011.0,,,,2005-03-02 04:00:00
2005-03-02,05.00.00,,932.0,-200.0,,645.0,142.0,916.0,105.0,882.0,1006.0,,,,2005-03-02 05:00:00
2005-03-02,06.00.00,,937.0,-200.0,,640.0,194.0,923.0,130.0,870.0,1010.0,,,,2005-03-02 06:00:00
2005-03-02,07.00.00,,996.0,-200.0,,724.0,216.0,861.0,134.0,938.0,1067.0,,,,2005-03-02 07:00:00
2005-03-02,08.00.00,,1382.0,-200.0,,1202.0,728.0,534.0,275.0,1352.0,1630.0,,,,2005-03-02 08:00:00
2005-03-02,09.00.00,,1544.0,-200.0,,1530.0,975.0,416.0,309.0,1706.0,2030.0,,,,2005-03-02 09:00:00
2005-03-02,10.00.00,,1429.0,-200.0,,1317.0,947.0,495.0,322.0,1425.0,1916.0,,,,2005-03-02 10:00:00
2005-03-02,11.00.00,,1312.0,-200.0,,1164.0,790.0,570.0,333.0,1230.0,1761.0,,,,2005-03-02 11:00:00
2005-03-02,12.00.00,,1205.0,-200.0,,989.0,551.0,643.0,235.0,1084.0,1597.0,,,,2005-03-02 12:00:00
2005-03-02,13.00.00,,1322.0,-200.0,,1110.0,565.0,568.0,241.0,1208.0,1776.0,,,,2005-03-02 13:00:00
2005-03-02,14.00.00,,1301.0,-200.0,,1074.0,532.0,574.0,214.0,1255.0,1636.0,,,,2005-03-02 14:00:00
2005-03-02,15.00.00,,1280.0,-200.0,,1030.0,459.0,597.0,174.0,1246.0,1480.0,,,,2005-03-02 15:00:00
2005-03-02,16.00.00,,1256.0,-200.0,,986.0,407.0,612.0,157.0,1240.0,1413.0,,,,2005-03-02 16:00:00
2005-03-02,17.00.00,,1358.0,-200.0,,1128.0,434.0,545.0,170.0,1344.0,1611.0,,,,2005-03-02 17:00:00
2005-03-02,18.00.00,,1713.0,-200.0,,1605.0,980.0,383.0,212.0,1870.0,2186.0,,,,2005-03-02 18:00:00
2005-03-02,19.00.00,,1655.0,-200.0,,1527.0,966.0,393.0,249.0,1758.0,2203.0,,,,2005-03-02 19:00:00
2005-03-02,20.00.00,,1444.0,-200.0,,1227.0,646.0,485.0,231.0,1414.0,1891.0,,,,2005-03-02 20:00:00
2005-03-02,21.00.00,,1314.0,-200.0,,1069.0,471.0,571.0,216.0,1271.0,1662.0,,,,2005-03-02 21:00:00
2005-03-02,22.00.00,,1368.0,-200.0,,1164.0,528.0,524.0,217.0,1350.0,1674.0,,,,2005-03-02 22:00:00
2005-03-02,23.00.00,,1195.0,-200.0,,943.0,378.0,645.0,203.0,1149.0,1462.0,,,,2005-03-02 23:00:00
2005-04-02,00.00.00,,1083.0,-200.0,,828.0,235.0,734.0,161.0,1067.0,1273.0,,,,2005-04-02 00:00:00
2005-04-02,01.00.00,,1055.0,-200.0,,771.0,217.0,781.0,147.0,1030.0,1174.0,,,,2005-04-02 01:00:00
2005-04-02,02.00.00,,973.0,-200.0,,672.0,141.0,887.0,111.0,954.0,1031.0,,,,2005-04-02 02:00:00
2005-04-02,03.00.00,,1039.0,-200.0,,777.0,-200.0,778.0,-200.0,1031.0,1082.0,,,,2005-04-02 03:00:00
2005-04-02,04.00.00,,949.0,-200.0,,657.0,158.0,895.0,115.0,948.0,991.0,,,,2005-04-02 04:00:00
2005-04-02,05.00.00,,920.0,-200.0,,601.0,87.0,974.0,80.0,920.0,925.0,,,,2005-04-02 05:00:00
2005-04-02,06.00.00,,989.0,-200.0,,703.0,194.0,843.0,122.0,988.0,1017.0,,,,2005-04-02 06:00:00
2005-04-02,07.00.00,,1100.0,-200.0,,854.0,401.0,714.0,186.0,1075.0,1187.0,,,,2005-04-02 07:00:00
2005-04-02,08.00.00,,1411.0,-200.0,,1288.0,887.0,492.0,306.0,1472.0,1638.0,,,,2005-04-02 08:00:00
2005-04-02,09.00.00,,1328.0,-200.0,,1300.0,654.0,499.0,301.0,1405.0,1672.0,,,,2005-04-02 09:00:00
2005-04-02,10.00.00,,1308.0,-200.0,,1189.0,566.0,534.0,274.0,1325.0,1656.0,,,,2005-04-02 10:00:00
2005-04-02,11.00.00,,1280.0,-200.0,,1127.0,649.0,558.0,247.0,1277.0,1641.0,,,,2005-04-02 11:00:00
2005-04-02,12.00.00,,1056.0,-200.0,,857.0,309.0,735.0,169.0,1028.0,1117.0,,,,2005-04-02 12:00:00
2005-04-02,13.00.00,,1019.0,-200.0,,825.0,229.0,781.0,138.0,994.0,901.0,,,,2005-04-02 13:00:00
2005-04-02,14.00.00,,1084.0,-200.0,,923.0,312.0,712.0,149.0,1085.0,1046.0,,,,2005-04-02 14:00:00
2005-04-02,15.00.00,,998.0,-200.0,,841.0,276.0,792.0,165.0,979.0,884.0,,,,2005-04-02 15:00:00
2005-04-02,16.00.00,,987.0,-200.0,,816.0,236.0,816.0,156.0,959.0,821.0,,,,2005-04-02 16:00:00
2005-04-02,17.00.00,,1079.0,-200.0,,932.0,312.0,719.0,184.0,1018.0,1056.0,,,,2005-04-02 17:00:00
2005-04-02,18.00.00,,1096.0,-200.0,,954.0,345.0,687.0,197.0,1085.0,1139.0,,,,2005-04-02 18:00:00
2005-04-02,19.00.00,,1146.0,-200.0,,1043.0,386.0,639.0,204.0,1169.0,1248.0,,,,2005-04-02 19:00:00
2005-04-02,20.00.00,,1125.0,-200.0,,1025.0,356.0,653.0,207.0,1147.0,1200.0,,,,2005-04-02 20:00:00
2005-04-02,21.00.00,,1130.0,-200.0,,968.0,467.0,680.0,208.0,1102.0,1220.0,,,,2005-04-02 21:00:00
2005-04-02,22.00.00,,1017.0,-200.0,,805.0,287.0,807.0,174.0,958.0,1032.0,,,,2005-04-02 22:00:00
2005-04-02,23.00.00,,1017.0,-200.0,,776.0,239.0,843.0,157.0,946.0,971.0,,,,2005-04-02 23:00:00
2005-05-02,00.00.00,,1041.0,-200.0,,778.0,266.0,828.0,166.0,947.0,1011.0,,,,2005-05-02 00:00:00
2005-05-02,01.00.00,,1034.0,-200.0,,769.0,261.0,816.0,167.0,952.0,1049.0,,,,2005-05-02 01:00:00
2005-05-02,02.00.00,,1009.0,-200.0,,751.0,223.0,828.0,154.0,939.0,1053.0,,,,2005-05-02 02:00:00
2005-05-02,03.00.00,,1105.0,-200.0,,828.0,-200.0,735.0,-200.0,997.0,1157.0,,,,2005-05-02 03:00:00
2005-05-02,04.00.00,,1084.0,-200.0,,859.0,272.0,703.0,164.0,1017.0,1163.0,,,,2005-05-02 04:00:00
2005-05-02,05.00.00,,989.0,-200.0,,731.0,226.0,815.0,149.0,936.0,1018.0,,,,2005-05-02 05:00:00
2005-05-02,06.00.00,,1047.0,-200.0,,792.0,250.0,757.0,150.0,957.0,1121.0,,,,2005-05-02 06:00:00
2005-05-02,07.00.00,,1091.0,-200.0,,868.0,402.0,705.0,205.0,1021.0,1200.0,,,,2005-05-02 07:00:00
2005-05-02,08.00.00,,1263.0,-200.0,,1074.0,708.0,614.0,283.0,1198.0,1403.0,,,,2005-05-02 08:00:00
2005-05-02,09.00.00,,1165.0,-200.0,,1024.0,759.0,646.0,310.0,1134.0,1365.0,,,,2005-05-02 09:00:00
2005-05-02,10.00.00,,966.0,-200.0,,760.0,302.0,877.0,200.0,890.0,940.0,,,,2005-05-02 10:00:00
2005-05-02,11.00.00,,927.0,-200.0,,702.0,210.0,932.0,147.0,847.0,750.0,,,,2005-05-02 11:00:00
2005-05-02,12.00.00,,909.0,-200.0,,678.0,180.0,960.0,128.0,838.0,652.0,,,,2005-05-02 12:00:00
2005-05-02,13.00.00,,941.0,-200.0,,723.0,165.0,922.0,121.0,880.0,643.0,,,,2005-05-02 13:00:00
2005-05-02,14.00.00,,903.0,-200.0,,696.0,180.0,932.0,129.0,850.0,629.0,,,,2005-05-02 14:00:00
2005-05-02,15.00.00,,891.0,-200.0,,668.0,147.0,991.0,110.0,819.0,549.0,,,,2005-05-02 15:00:00
2005-05-02,16.00.00,,904.0,-200.0,,674.0,177.0,968.0,126.0,824.0,578.0,,,,2005-05-02 16:00:00
2005-05-02,17.00.00,,900.0,-200.0,,659.0,157.0,990.0,121.0,807.0,582.0,,,,2005-05-02 17:00:00
2005-05-02,18.00.00,,926.0,-200.0,,725.0,195.0,933.0,142.0,847.0,694.0,,,,2005-05-02 18:00:00
2005-05-02,19.00.00,,999.0,-200.0,,821.0,263.0,846.0,174.0,915.0,926.0,,,,2005-05-02 19:00:00
2005-05-02,20.00.00,,994.0,-200.0,,774.0,239.0,854.0,168.0,917.0,915.0,,,,2005-05-02 20:00:00
2005-05-02,21.00.00,,1010.0,-200.0,,801.0,267.0,826.0,180.0,944.0,986.0,,,,2005-05-02 21:00:00
2005-05-02,22.00.00,,938.0,-200.0,,685.0,214.0,934.0,157.0,870.0,840.0,,,,2005-05-02 22:00:00
2005-05-02,23.00.00,,983.0,-200.0,,760.0,236.0,869.0,162.0,898.0,939.0,,,,2005-05-02 23:00:00
2005-06-02,00.00.00,,963.0,-200.0,,749.0,251.0,900.0,173.0,834.0,869.0,,,,2005-06-02 00:00:00
2005-06-02,01.00.00,,962.0,-200.0,,756.0,255.0,902.0,176.0,843.0,908.0,,,,2005-06-02 01:00:00
2005-06-02,02.00.00,,980.0,-200.0,,761.0,235.0,854.0,172.0,876.0,1051.0,,,,2005-06-02 02:00:00
2005-06-02,03.00.00,,914.0,-200.0,,644.0,-200.0,972.0,-200.0,832.0,922.0,,,,2005-06-02 03:00:00
2005-06-02,04.00.00,,898.0,-200.0,,624.0,129.0,987.0,108.0,825.0,871.0,,,,2005-06-02 04:00:00
2005-06-02,05.00.00,,854.0,-200.0,,572.0,95.0,1070.0,88.0,788.0,793.0,,,,2005-06-02 05:00:00
2005-06-02,06.00.00,,838.0,-200.0,,531.0,95.0,1146.0,85.0,774.0,753.0,,,,2005-06-02 06:00:00
2005-06-02,07.00.00,,831.0,-200.0,,543.0,100.0,1132.0,88.0,787.0,737.0,,,,2005-06-02 07:00:00
2005-06-02,08.00.00,,833.0,-200.0,,526.0,110.0,1169.0,94.0,771.0,722.0,,,,2005-06-02 08:00:00
2005-06-02,09.00.00,,870.0,-200.0,,582.0,149.0,1091.0,115.0,791.0,737.0,,,,2005-06-02 09:00:00
2005-06-02,10.00.00,,984.0,-200.0,,727.0,197.0,891.0,137.0,908.0,913.0,,,,2005-06-02 10:00:00
2005-06-02,11.00.00,,1065.0,-200.0,,844.0,351.0,780.0,212.0,979.0,1117.0,,,,2005-06-02 11:00:00
2005-06-02,12.00.00,,968.0,-200.0,,743.0,249.0,886.0,173.0,840.0,774.0,,,,2005-06-02 12:00:00
2005-06-02,13.00.00,,911.0,-200.0,,683.0,188.0,981.0,135.0,790.0,558.0,,,,2005-06-02 13:00:00
2005-06-02,14.00.00,,868.0,-200.0,,590.0,127.0,1081.0,100.0,753.0,420.0,,,,2005-06-02 14:00:00
2005-06-02,15.00.00,,868.0,-200.0,,576.0,96.0,1128.0,78.0,755.0,363.0,,,,2005-06-02 15:00:00
2005-06-02,16.00.00,,904.0,-200.0,,633.0,138.0,1040.0,100.0,789.0,410.0,,,,2005-06-02 16:00:00
2005-06-02,17.00.00,,944.0,-200.0,,693.0,217.0,928.0,150.0,832.0,568.0,,,,2005-06-02 17:00:00
2005-06-02,18.00.00,,925.0,-200.0,,649.0,186.0,1003.0,142.0,819.0,570.0,,,,2005-06-02 18:00:00
2005-06-02,19.00.00,,985.0,-200.0,,736.0,227.0,891.0,165.0,875.0,774.0,,,,2005-06-02 19:00:00
2005-06-02,20.00.00,,1002.0,-200.0,,780.0,252.0,855.0,179.0,892.0,857.0,,,,2005-06-02 20:00:00
2005-06-02,21.00.00,,938.0,-200.0,,692.0,193.0,937.0,149.0,805.0,737.0,,,,2005-06-02 21:00:00
2005-06-02,22.00.00,,896.0,-200.0,,627.0,158.0,1033.0,126.0,782.0,610.0,,,,2005-06-02 22:00:00
2005-06-02,23.00.00,,907.0,-200.0,,614.0,150.0,1052.0,120.0,782.0,627.0,,,,2005-06-02 23:00:00
2005-07-02,00.00.00,,902.0,-200.0,,613.0,130.0,1049.0,110.0,777.0,566.0,,,,2005-07-02 00:00:00
2005-07-02,01.00.00,,885.0,-200.0,,582.0,104.0,1072.0,92.0,760.0,517.0,,,,2005-07-02 01:00:00
2005-07-02,02.00.00,,863.0,-200.0,,545.0,86.0,1119.0,78.0,749.0,484.0,,,,2005-07-02 02:00:00
2005-07-02,03.00.00,,861.0,-200.0,,518.0,-200.0,1141.0,-200.0,738.0,482.0,,,,2005-07-02 03:00:00
2005-07-02,04.00.00,,852.0,-200.0,,482.0,67.0,1187.0,65.0,726.0,496.0,,,,2005-07-02 04:00:00
2005-07-02,05.00.00,,879.0,-200.0,,495.0,75.0,1147.0,73.0,753.0,623.0,,,,2005-07-02 05:00:00
2005-07-02,06.00.00,,900.0,-200.0,,525.0,97.0,1090.0,85.0,780.0,696.0,,,,2005-07-02 06:00:00
2005-07-02,07.00.00,,963.0,-200.0,,615.0,177.0,980.0,133.0,837.0,916.0,,,,2005-07-02 07:00:00
2005-07-02,08.00.00,,1183.0,-200.0,,929.0,433.0,675.0,246.0,1037.0,1309.0,,,,2005-07-02 08:00:00
2005-07-02,09.00.00,,1161.0,-200.0,,996.0,471.0,639.0,281.0,1067.0,1396.0,,,,2005-07-02 09:00:00
2005-07-02,10.00.00,,1102.0,-200.0,,896.0,346.0,720.0,222.0,969.0,1226.0,,,,2005-07-02 10:00:00
2005-07-02,11.00.00,,1029.0,-200.0,,835.0,262.0,771.0,182.0,897.0,1002.0,,,,2005-07-02 11:00:00
2005-07-02,12.00.00,,973.0,-200.0,,797.0,221.0,845.0,154.0,845.0,769.0,,,,2005-07-02 12:00:00
2005-07-02,13.00.00,,981.0,-200.0,,820.0,265.0,807.0,168.0,876.0,784.0,,,,2005-07-02 13:00:00
2005-07-02,14.00.00,,960.0,-200.0,,784.0,219.0,842.0,149.0,868.0,643.0,,,,2005-07-02 14:00:00
2005-07-02,15.00.00,,973.0,-200.0,,761.0,235.0,862.0,156.0,865.0,682.0,,,,2005-07-02 15:00:00
2005-07-02,16.00.00,,968.0,-200.0,,765.0,227.0,843.0,156.0,863.0,692.0,,,,2005-07-02 16:00:00
2005-07-02,17.00.00,,1022.0,-200.0,,854.0,285.0,771.0,187.0,941.0,926.0,,,,2005-07-02 17:00:00
2005-07-02,18.00.00,,1067.0,-200.0,,879.0,291.0,740.0,194.0,989.0,996.0,,,,2005-07-02 18:00:00
2005-07-02,19.00.00,,1101.0,-200.0,,908.0,295.0,707.0,204.0,1025.0,1095.0,,,,2005-07-02 19:00:00
2005-07-02,20.00.00,,1081.0,-200.0,,885.0,243.0,720.0,174.0,1017.0,1058.0,,,,2005-07-02 20:00:00
2005-07-02,21.00.00,,988.0,-200.0,,738.0,209.0,843.0,154.0,906.0,893.0,,,,2005-07-02 21:00:00
2005-07-02,22.00.00,,932.0,-200.0,,630.0,147.0,980.0,117.0,842.0,681.0,,,,2005-07-02 22:00:00
2005-07-02,23.00.00,,923.0,-200.0,,602.0,117.0,1028.0,98.0,831.0,599.0,,,,2005-07-02 23:00:00
2005-08-02,00.00.00,,915.0,-200.0,,589.0,105.0,1045.0,90.0,813.0,550.0,,,,2005-08-02 00:00:00
2005-08-02,01.00.00,,879.0,-200.0,,534.0,84.0,1129.0,74.0,785.0,470.0,,,,2005-08-02 01:00:00
2005-08-02,02.00.00,,852.0,-200.0,,479.0,51.0,1275.0,49.0,761.0,375.0,,,,2005-08-02 02:00:00
2005-08-02,03.00.00,,844.0,-200.0,,453.0,-200.0,1378.0,-200.0,748.0,337.0,,,,2005-08-02 03:00:00
2005-08-02,04.00.00,,878.0,-200.0,,496.0,54.0,1182.0,54.0,782.0,451.0,,,,2005-08-02 04:00:00
2005-08-02,05.00.00,,910.0,-200.0,,524.0,74.0,1102.0,69.0,802.0,600.0,,,,2005-08-02 05:00:00
2005-08-02,06.00.00,,918.0,-200.0,,551.0,114.0,1062.0,92.0,817.0,712.0,,,,2005-08-02 06:00:00
2005-08-02,07.00.00,,991.0,-200.0,,653.0,228.0,944.0,146.0,885.0,931.0,,,,2005-08-02 07:00:00
2005-08-02,08.00.00,,1223.0,-200.0,,979.0,455.0,658.0,224.0,1120.0,1332.0,,,,2005-08-02 08:00:00
2005-08-02,09.00.00,,1277.0,-200.0,,1153.0,493.0,543.0,253.0,1268.0,1520.0,,,,2005-08-02 09:00:00
